,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
ENSG00000069020,722.427192038086,734.32364313021,251.648743601664,545.370917971044,559.637084684143,180.4929074435,639.794442898438,453.582831035644,300.290841050756,249.650938951109,182.463328948953,571.285218768205,362.675153467809,348.277791332326,428.644997586761,562.446323572227,296.791617445912,284.139225414542,205.132458225683,460.280675675442,435.059020261973,392.079989160453,662.609813303108,516.341161724839,822.568727420883,402.654721300395,435.593870659119,323.976134295457,360.435966051581,536.755794305884,1131.22953270932,1198.05399408921,1368.64366992016,986.571629727657,1313.57554572097,0.0,1358.45028483768,1038.73314100706,1477.23806497396,1211.94564089368,1064.41896780068,1337.34543013002,1092.11980073726,2793.14192859472,1530.27628218781,1224.33467326904,817.663584798707,1470.60420453707,1465.63032578798,965.890626802566,637.365580169029,1445.48033663645,969.80470669454,785.129262753081,1279.86472018496,947.073672905804,2292.53905522249,1298.11733628377,1303.78450327669,1549.0187396292
ENSG00000184357,158.030948258331,90.1800965247627,754.946230804991,484.937924358036,243.40721686797,409.117256871933,204.877995759612,531.428854668764,921.033392339422,734.175969999523,469.606814745113,393.070879385704,760.644197709331,721.334239755489,411.029449740729,360.575069739306,415.825688614058,732.996842373747,442.609453433009,268.355523087527,220.669111308135,429.420940509067,108.295116917273,105.056426844448,251.806753292107,451.339858299731,461.717352442023,315.320283379167,298.202417956344,137.409483342306,83.9675529433722,17.3244737743713,140.451436042009,17.3209357084592,56.3086637147638,0.0,73.8008366999623,29.3163939732588,56.7360280999955,81.938549783838,54.276321304284,83.1237521481286,71.1960017700799,0.0,117.125971681596,69.013987002699,26.7488458967607,38.0222938620928,0.0,159.617518836017,127.854772069835,87.9245946859152,126.285087015316,110.628098011475,12.3767137776128,78.5840815858893,26.1692924258453,12.4391804982702,36.5695653358096,20.5963710532414
ENSG00000112902,310.417934078865,382.191837652566,251.648743601664,421.556979837077,614.50346553553,452.326165017498,500.51334928993,406.875216855773,250.419217272009,248.87321016933,223.899224367639,657.061279312119,282.351126189704,167.944231393453,182.027327742323,206.949775941926,820.541530585756,96.4779150475879,688.598168898662,514.631161364056,627.920235429652,289.392372951763,449.368912981468,321.875009906393,244.986987057112,532.099909086866,217.493173913479,385.803640840392,260.602982648805,326.347522937978,578.443142498786,221.220203580433,1344.39306225823,2355.64725635046,1068.10496483943,1167.65679904979,1332.70580691909,1693.68803363691,1004.43783080733,1405.61857674638,880.48254560283,950.136053034939,1389.66535530467,1276.67972142264,664.562578454274,991.412467134927,1612.8338219115,1465.08483929903,1304.48772452333,1216.91304958741,904.52480538958,1420.42182715096,1641.7061311991,467.279876675336,1456.51418046543,910.491428029614,192.998531640609,928.495972906598,958.758604238836,680.538426884185
ENSG00000162073,237.046422387497,135.270144787144,0.0,410.502163932259,339.173990717663,275.114946800244,575.096128448034,90.3013874144189,368.201137260115,220.097245243501,82.8717908373729,494.669708379466,173.426877077728,481.807221210727,221.172989622392,288.206129685995,349.960169234351,192.955830095176,541.345408429603,278.546239154142,360.605620918172,369.519831053998,484.536914866974,110.644534655323,285.380987064388,603.122932474133,266.702523318484,343.760936389837,267.085643908725,87.5985456307203,177.264833991563,18.6571256031691,60.6265191548242,20.2077583265358,69.5060067729116,0.0,53.2052543650891,61.9641963525698,42.0266874814782,51.3978175916802,66.3377260385694,43.1401751654845,79.2559264987682,0.0,117.125971681596,45.7881259921753,44.3787670559893,31.2764030155925,0.0,96.1797869909335,209.910819816147,46.6000351835351,73.6663007589342,156.86073598642,0.0,30.7110203898878,5.45193592205111,37.3175414948106,42.9294897420374,29.1781923254253
ENSG00000126785,5.64396243779755,12.882870932109,0.0,70.7508217908381,47.8833869248465,21.8779281749697,98.8446470770059,83.0357585419944,42.4439351308489,46.6637269067493,84.3256819046952,54.9633009310518,82.7580887107752,89.478483939135,37.188378786066,107.918594816342,138.873083029504,12.942159335652,71.4984501699476,154.559193676994,84.3207173291247,90.2406324258185,73.6853372839177,69.2925368548485,70.8206493634051,65.2953602108748,37.6664155939545,96.450910210098,38.8959675595231,118.515679382739,389.516148376199,630.344315021355,294.038617900897,351.470653750819,248.110049493178,0.0,248.863286546385,407.098107219571,319.402824859234,329.243990949604,277.412308888563,312.503220101192,184.034947971716,0.0,521.974439015809,268.756391693203,323.41786402447,225.680711955648,347.863393206223,237.37989980741,118.313371169101,294.987015171246,290.617604092938,165.116564196232,520.9471344577,399.694897721334,153.744593001841,143.050575730107,244.06209908899,209.396439041288
ENSG00000173457,276.55415945208,412.251869827487,754.946230804991,442.192636192738,472.848445882859,178.305114626003,178.818952439311,655.982492481756,733.218979385415,280.760090222275,517.58521996675,372.251447214851,365.109214900479,646.998268482976,226.066197357401,483.72923088266,234.893900438476,294.139984901182,554.112988817094,352.428930637101,369.575909995738,339.180308083249,373.450686688946,223.524312434995,651.025376740635,472.532212052384,532.190000972648,278.223779452206,293.016288948407,252.489925641488,69.9729607861435,137.263138366172,161.670717746198,61.3449806341265,186.522448555155,38.9218933016597,240.281793906854,115.933012530614,77.7493718407346,227.938147580495,93.4758866907114,131.524924285014,127.615474870898,6.48060772295758,61.1092026164849,144.000338265247,133.136301167968,103.028151110187,86.9658483015557,212.823358448023,282.425466661725,222.888847528795,166.761076443302,235.29110397963,133.893539957811,177.49163254744,101.406008150151,84.4087248096907,112.888658210543,144.17459737269
ENSG00000003989,50.7956619401779,8.58858062140597,0.0,142.975619035652,79.8056448747441,40.4741671236939,666.75207391944,130.781319703641,84.8878702616979,82.4392508685905,77.0562265680836,317.288146283799,170.38430028689,37.1679856362561,35.2310956920625,97.761550598333,347.579487810988,21.1780789128851,11.9164083616579,233.53724319326,190.170128444409,98.0199972901132,227.754678877564,109.526913093148,91.2799480683888,67.5864254814318,24.3009132864223,140.966714922451,15.5583870238092,96.1866383396145,541.124230079509,246.540588327591,409.73422528802,1235.56008053676,978.363032044021,155.687573206639,477.130990757896,841.51376336877,674.528334077724,950.487177492521,470.394784637128,310.398821312632,976.594212959398,1192.43182102419,371.747649250283,1307.28417687805,727.690194055057,746.340832744628,434.829241507778,502.044845569696,457.033103145157,862.979896842258,1738.03898603771,331.058711213444,1427.26012971834,1044.62632590898,1411.50621021903,471.800346041534,663.022119349245,781.803917895956
ENSG00000071205,146.743023382736,206.125934913743,0.0,122.339962679991,309.246873889634,184.32154487412,343.26050166742,213.817078245636,140.064985931801,195.209924226568,171.559145944035,235.675972174055,153.345870258201,299.408773180952,270.105066972479,367.558037639187,299.172298869275,295.90482481059,136.187524133234,276.847786476373,235.021573832241,279.27919862818,305.347571926538,312.934037408993,276.462831218626,161.520101574269,196.83739762002,237.417625132549,165.956128253965,269.666111059276,583.108006551196,631.010640935753,562.310965160994,526.123422144449,557.807699924379,0.0,494.293976036957,341.802502460949,813.216402766603,534.835261316324,600.054885530696,558.191778665598,534.641673669656,414.758894269285,575.444991305233,806.932771108481,472.36030140416,489.383717773388,813.386463526315,378.580012623887,328.224190985249,577.664587086463,366.712464217551,468.105459496317,489.442772114686,423.631428319334,1039.68418033515,488.682091003473,563.648300501936,890.793048052691
ENSG00000079102,115.70122997485,34.3543224856239,0.0,79.5946745146929,162.604001432291,89.6995055173757,115.019225689607,141.16078952139,77.4601816137993,94.882911377057,66.8789890968273,84.94328325708,63.2855972494164,33.0382094544499,62.6330590081111,43.1674379265366,211.880646679301,22.3546388524899,61.2843858599551,158.805325371416,130.96622053247,102.68761620869,118.343117455989,205.642367440195,73.9682337795564,56.1310991286468,32.1987101045095,152.713941165989,59.6404835912687,168.326617094325,655.413399363544,293.183402335514,637.588893111567,501.585429890799,456.628069811913,77.8437866033193,306.359287231239,490.383317370875,788.000390277716,655.508398270704,790.02201009569,568.187672911259,433.892614561053,12.9612154459152,888.629654714719,360.996239706426,468.712731509147,295.59267163756,578.067109298576,252.386675082592,242.351582878643,522.711715407766,405.569414068418,169.244478301137,830.927556797002,276.850816161782,646.054406763056,364.29028602077,608.16777134553,140.741868863816
ENSG00000184216,1653.68099427468,1442.8815443962,1006.59497440666,2257.39340776393,1360.68624511439,2151.14728780389,1284.08182430038,1897.36708268457,2782.19994782715,810.39339061388,2385.10829594229,2028.64547072791,3862.85549364707,1653.9753608134,1868.22671322632,1175.6778682345,1587.91450938307,1631.30035626196,1871.72728480613,1601.64087513632,1831.73302963907,2375.8180295556,1022.10494368828,1765.84206823646,1820.35298734086,2624.9880337407,3630.55644499149,2282.67154163899,506.944110525784,1870.48659199715,559.783686289148,731.625854009987,403.671573372538,410.650517421388,661.626798648475,116.765679904979,748.30615816706,786.878665509515,355.12550921849,656.25329417783,425.164516883558,686.560104767771,887.935040943826,486.045579221818,297.907362755364,741.236764250143,686.351068578245,595.478182904712,457.849613117014,1041.60662932734,1344.38338691342,544.253241105815,813.567387502515,1664.37496709801,200.277732037734,1038.75510142267,259.512149889633,494.013168359874,461.094519451513,1396.26232098432
ENSG00000160688,316.061896516663,502.431966352249,0.0,390.603495303585,694.309110410274,439.746356316891,397.175763709424,388.192171183824,549.648959944494,531.966486736942,487.053507552981,529.646354426499,486.203771175805,571.974001180163,503.021755158893,298.363173904003,319.804871205087,526.510572973117,635.825503297034,655.602733618896,452.102569509349,809.053945886648,734.620483830573,450.401489556515,427.022285791198,411.246216064984,377.879201603866,532.953106417336,781.808947946414,494.674140032303,321.87561961626,98.6162353310364,205.119723140488,153.001598758057,228.753946341228,0.0,221.402510099887,195.886814275866,233.248115522204,164.621995474802,214.089934033565,261.471549478607,311.650422842614,460.123148329988,157.865440092586,205.051172921481,206.087699068224,181.525790051282,81.85021016617,203.273592363817,418.867499542221,203.985059671323,200.76090756281,457.372882823562,64.1338804839934,279.108979425745,177.733111058866,213.243094256061,230.547259725757,169.920061189242
ENSG00000187800,152.386985820534,111.651548078278,0.0,301.42798033805,456.88731690791,181.586803852248,265.083371706516,323.839458313778,221.769561058686,195.987653008347,252.250100180425,209.859876282198,188.031245673747,144.542166363218,148.753515144264,180.287534869653,401.541600073881,57.0631570708294,100.43829904826,549.449441258323,287.049250482127,270.721897277455,290.833793370615,410.167113318216,177.313922109859,329.34063264257,71.6876941949457,218.869373169069,115.391370426585,279.971822309949,842.007961459926,503.742391285565,222.297236901022,541.279240889351,460.147361294085,252.992306460788,392.174213626544,1090.03683046026,430.773546685151,404.478477569309,657.346558018551,652.889724150808,557.478127067607,492.526186944776,425.218201539708,923.725672189972,865.689921749709,808.280375971586,634.339128787818,845.836424601118,649.769401339983,463.362613994773,955.233350500465,762.012943765609,276.225748400357,478.278979307223,720.745928895156,700.148159474066,408.625143100134,1301.8622869903
ENSG00000107554,84.6594365669632,111.651548078278,0.0,109.811171321197,189.538406577517,180.4929074435,161.74578612601,108.984433086368,72.1546897224432,171.100331991414,142.481324597589,217.354871863705,84.5836347852776,174.827191696464,172.240912272306,161.243076960887,171.409062482131,55.8865971312247,134.485180081568,114.645555749418,75.3504282515582,100.353806749402,173.048898166776,103.938805282273,228.724467573664,74.4596212931029,72.2952170271063,122.418462958971,46.6751610714277,101.339493964951,480.480997398185,932.856280158453,540.586462463849,384.669113858699,370.405428498681,1517.95383876473,320.947824718441,266.512672484171,584.170955992547,614.539123378785,379.934249129988,360.904392238077,256.574270529911,440.681325161115,669.655012005648,339.761166782518,351.990494868737,352.012849626472,682.937691073981,270.12195495326,192.736298194826,458.087138313618,362.664865274753,576.256809044848,472.565435145214,388.855714054314,528.837784438957,296.763306173018,360.925710053426,535.505647384277
ENSG00000196159,73.3715116913681,55.8257740391388,251.648743601664,244.679925359982,215.475241161809,173.929528991009,345.05767706882,377.812701366075,201.608691871532,138.43572315669,177.374710213324,254.82984977124,233.669897536307,166.567639332851,446.260545432792,316.138001285518,461.852196132408,112.949754202054,269.821532188969,357.524288670408,348.944245117335,196.039994580226,296.974238144274,496.223973605689,124.329584437978,207.34140698541,131.22493174668,330.158884949951,150.397741230156,233.596121681921,1149.88898891896,373.142512063381,2963.62634468499,1031.31738030784,1372.52367804737,0.0,1184.24598425521,963.443311030278,1744.10753048134,1847.34184967198,1341.83127668924,1611.96947203713,1215.70531324382,1309.08276003743,1377.5032756466,1191.8184678543,1134.39423734899,937.06556485932,2363.42481854816,706.682690231256,587.750295485213,1381.29538251573,939.042954729271,482.140367452996,824.176622009213,853.134081124971,720.200735302951,609.51984441524,1990.65633914929,540.654740147587
ENSG00000117410,767.578891540466,884.623804004815,503.297487203328,726.669898810066,450.901893542304,802.919964021387,713.478634355842,672.589644190155,761.868635598738,717.065936800381,699.321603382042,862.757269160146,838.534163554767,732.346976240305,1178.28442259009,561.176693044976,595.170355840732,770.646760441098,944.800948674308,864.512412984502,773.238918486228,748.37489994515,1088.53339169424,547.634565465738,723.944415714808,1434.77962568633,607.522832160557,971.928402886372,477.12386873015,570.249355870571,151.608081703311,221.220203580433,353.654695069808,251.153567772659,459.267538423542,739.515972731534,437.656124616056,321.814052024637,109.269387451843,309.876697364333,298.519767173562,509.264506831573,640.764015930719,0.0,101.848671027475,337.10678266703,380.563125713004,447.681847085932,634.339128787818,443.381996766715,463.712083775671,421.598431518964,450.093002439202,508.559017724393,205.903511027558,499.054081335676,110.129105625432,312.756538242222,430.884878521931,413.643785319265
ENSG00000179218,3674.2195470062,4468.20906828646,3271.43366682163,3253.80081465156,2607.64944628227,2200.91957440195,2510.65403575595,2514.94553684066,4122.3671995837,2435.06881575054,2666.43621746916,3520.98236873465,4596.11650023886,2441.38601947778,4635.82500814723,4326.90083687167,2865.54687325451,4002.06863456549,3475.33538147495,5101.30261767967,3066.94183561997,4424.90273481082,3706.03753202977,2010.60119035278,4307.46927350311,3715.53510252583,5019.35363931052,2013.10361310307,2202.80829612099,2086.90652826128,324.208051642465,2613.33023627247,2069.89040814429,1289.68800462569,1690.13973431346,525.445559572406,1259.76311948308,1759.64992007674,144.9920718111,2097.62687446625,250.274148236421,2227.50611769099,1724.15223154524,411.518590407806,435.403068642455,1546.17874727201,1692.47243128595,1947.72266622592,693.168967344753,2237.37376829973,2324.28525941879,2902.39087058206,2679.51050013266,1926.08472134904,1848.06839815718,2445.13918221842,2037.3884540705,788.999448747425,1372.15369064364,1602.22603151674
ENSG00000167641,50.7956619401779,30.0600321749209,0.0,52.3261286161407,29.9271168280291,21.8779281749697,10.7830524084006,91.3393343961938,4.24439351308489,32.6646088347245,43.61673201967,18.3211003103506,14.6043685960192,8.25955236361246,19.5728309400347,54.5941126717963,25.3939351825379,6.47107966782601,75.7543102991112,38.2151852498061,43.057387572319,24.893967565743,35.7262241376571,20.1171881191496,11.5411428592216,34.3659790583552,14.5805479718534,23.4944524870752,28.5237095436503,51.5285562533649,135.281057519877,255.202825214777,32.8393645421964,77.2225050335474,175.964574108637,0.0,164.764658678986,180.562335608026,121.877393696287,188.458664502827,132.675452077139,125.211727919333,182.691627183601,343.472209316752,89.1175871490405,144.663934294119,107.603311902878,137.370868146916,179.047334738497,132.332472881143,93.5057288271929,86.6057257656265,89.0471767415688,23.1163189874724,153.021188523212,37.4855101817748,152.654205817431,252.337661536339,145.48327079246,171.636425443679
ENSG00000152217,84.6594365669632,158.88874149601,0.0,194.564759924805,265.353769208524,157.521082859782,256.996082400215,350.826079839926,233.441643219669,371.754357690436,168.65136380939,335.60924659415,268.355272951852,242.280202665966,164.411779896292,307.885402858386,528.51127598657,190.602710215966,388.985615805548,395.739473920214,306.783886452773,225.601581064546,306.464016430839,554.340294838788,298.495922131685,192.449482726789,95.988607481368,349.325411978881,180.21798302579,427.687016902929,904.983626167455,371.143534320184,640.620219069309,987.293335382176,642.270695496525,38.9218933016597,549.215528929952,764.891370029571,1187.25392135176,783.630494296342,1016.17334886354,649.207026270827,554.791485491377,71.2866849525333,1069.41104578849,1022.60148049192,748.967685109299,899.656533801454,544.815461418569,526.601386929083,440.812721613909,663.83068987866,644.377751693534,442.512392045901,1062.70965117775,802.099591359422,1033.68705082089,909.837202159193,882.439511364102,777.513007259864
ENSG00000141569,318.883877735561,571.140611323497,251.648743601664,736.250739260909,622.484030023004,450.685320404375,373.812483491222,663.24812135418,424.439351308489,484.525031048414,660.066544564339,370.585892641183,548.880853067053,507.962470362167,512.80817062891,466.589218764771,342.818124964262,217.075308857073,392.390303908879,365.167325720369,519.379737591098,651.132839141466,301.440016161481,404.579005507341,395.021844226993,668.991059002647,653.087044572599,426.609795160049,772.733222182526,657.847901501292,254.235090856321,142.593745681364,234.422540731987,254.762096045255,347.530033864558,0.0,270.317018145211,279.83830610838,258.464128011091,237.62179437313,334.703981376418,318.816416466873,293.515592203065,0.0,216.428425933384,220.313881585539,313.691010971102,272.288685076923,250.666268633896,426.328843044918,416.005079272001,197.39071506988,204.808506505608,316.198220435784,135.018695755775,242.075101896762,187.546595718558,350.074079737033,162.178072358808,220.552806695127
ENSG00000186642,28.2198121889877,25.7657418642179,0.0,105.389244959269,145.645301896408,40.4741671236939,62.9011390490037,87.1875464690941,57.2993124266461,61.4405737605533,77.7831721017448,54.1305236442177,84.5836347852776,43.3626499089654,256.404085314455,79.9867232168179,117.446950219238,27.0608786109088,28.9398488783121,161.35300438807,77.1444860670715,62.2349189143576,133.415118264063,108.409291530973,60.3287013095673,103.097937175066,54.6770548944501,63.0640566758333,54.4543545833323,79.0104529218262,723.053928123482,755.613586928347,363.253893935988,361.574532914086,410.877280543667,311.375146413277,377.585676139342,413.094642350465,773.291049659198,360.529619048887,618.146992632124,440.345446506226,366.05491476126,226.821270303515,552.529040324051,414.083922016194,397.585118556397,555.616100629937,534.584185147798,245.565413593873,187.965597744459,264.213407031175,302.760400921334,188.232883183704,84.3866848473597,270.97959167548,1384.24653060878,581.975944740499,372.055577764324,333.832847487955
